ITEM NO.,DESCRIPTION,QUANTITY
SF-GM0033,BUGLES Firey Hot 20px30g ( 700-6000526 ),30.0
SF-GM0034,BUGLES Original 20px30g ( 700-6000522 ),3.0
SF-MIC0075,Sticker-XL0948,0.0
SF-MIC0074,Sticker-XL0955,0.0
SF-MIC0073,Sticker-XL0915,0.0
SF-MIC0072,Sticker-XL0924,0.0
SF-MIC0079,Sticker-XL0906,0.0
SF-MIC0078,Sticker-XL0947,0.0
SF-MIC0077,Sticker-XL0946,0.0
SF-MIC0076,Sticker-XL0949,0.0
SF-SP2424,Fan Sigilventus 220V UK Plug,6.0
SF-SP2423,Pressure Regulating Valve TV4001.1,1.0
SF-SP2422,Catch Magnet,10.0
SF-SP2421,Switch Safety,0.0
SF-SP2428,Brush Roller For the Bugle Machine,1.0
SF-SP2427,Brown Roller Nylon,2.0
SF-SP2426,White Roller UHMW PE,2.0
SF-SP2425,Portable Controller 0-100%,0.0
SF-SP2420,Steel roller with rubber coating Size 150*295,0.0
SF-SP2419,Cylinder For Front Stopper,3.0
SF-SP2418,Cylinder For Tray ,2.0
SF-SP1104,Spring,2.0
SF-SP2435,Silencer ,0.0
SF-SP1103,Relay,5.0
SF-SP2434,Solenoid Valve Manifold,1.0
SF-SP1102,Regulator for motor,1.0
SF-SP2433,Joint Hose Nipple,0.0
SF-SP1101,Pressure Switch fitting differential 0 TO 4BAR,1.0
SF-SP2432,Jounit Elbow Union,0.0
SF-SP1108,Thermo couble,1.0
SF-SP2439,Breacket Speed Controller,4.0
SF-SP1107,Pilot light assy,2.0
SF-SP2438,Link HP 2,0.0
SF-SP1106,Air regulator with housing,1.0
SF-SP2437,PWB AS P-5207 A,8.0
SF-SP1105,Belt,5.0
SF-SP2436,Joint Plug Hex Socket,0.0
SF-SP1100,Burner Air Meter,1.0
SF-SP2431,Rod End Type IF,0.0
SF-SP2430,Prodigit Controller,0.0
SF-MIC0093,Sticker-XL0923,0.0
SF-MIC0092,Sticker-XL0922,0.0
SF-MIC0091,Sticker-XL0832,0.0
SF-MIC0090,Sticker-XL0435,0.0
SF-MIC0097,Sticker-XL0940,0.0
SF-MIC0096,Sticker-XL0939,0.0
SF-MIC0095,Sticker-XL0942,0.0
SF-MIC0094,Sticker-XL0921,0.0
SF-SP2429,Intermediate Plate  90E/ES//D Hole 15,1.0
SF-MIC0099,Sticker-XL0941,0.0
SF-MIC0098,Sticker-XL0938,0.0
SF-SP1159,Convertor(ABC),3.0
SF-SP1158,Invertor Board,1.0
SF-SP2489,Conveyor Side Strip ,0.0
SF-SP1157,Motor Speed Control Board,1.0
SF-SP2488,Battery for China Forklift ,0.0
SF-SP1156,PCB FUJITSU Board,1.0
SF-SP2487,TIMING BELT ,2.0
SF-SP1151,Leaf Spring Set,24.0
SF-SP2482,"BALL BEARING 6004 2RSR/6004-C 2HRS-C3 ""FAG ONLY""",4.0
SF-GM0010,BUGLES Party Mix Firey Hot 18px130g ( 700-6000516 ),1.0
SF-SP1150,Bearing Needle,3.0
SF-SP2481,TOGGLE,2.0
SF-SP2480,LOCKING ASSEMBLY MODEL:N 7016.1 SIZE: 30X55 NMTG MAKE,10.0
SF-PBG0247,POLYBAG Al Rasam FPC YOUGURT & HERBS 18Gx20P,931.0
SF-SP1155,RS485 Board,1.0
SF-SP2486,CUTTING KNIFE (260X64XPITCH 2.5 MM),1.0
SF-PBG0248,POLYBAG Al Rasam FPC SALT & VINEGAR 18Gx20P,937.0
SF-SP1154,CPU Board,1.0
SF-SP2485,TWIN POWER TIMIN BELT 50 MM WIDTH X 2400 MM,4.0
SF-PBG0249,POLYBAG Al Rasam Corn Sticks TANGY KETCHUP 18Gx20P,707.0
SF-SP1153,I/O Interface board,1.0
SF-SP1152,ROP-CPU-Board,1.0
SF-SP2483,PIN FOR LEVER (IN SLIDE PIECE),0.0
SF-GM0006,BUGLES Sweet Chili Pepper 18px125g ( 700-6000313 ),2.0
SF-PBG0254,POLYBAG FAIRCO FPC FLAMIN HOT 18Gx20P,1081.0
SF-GM0007,BUGLES Flaming (Firey) Hot 18px125g ( 700-6000318 ),0.0
SF-PBG0255,POLYBAG DOTCO FC BARITOS TORTILLA SWEET PAPRIKA & CHILLI 18Gx20P,364.0
SF-GM0004,BUGLES Chili 18px125g ( 700-6000150 ),1.0
SF-PBG0256,POLYBAG DOTCO PS FLOWER KETCHUP 18Gx20P,819.6
SF-GM0005,BUGLES Ketchup 18px125g ( 700-6000149 ),801.0
SF-PBG0257,POLYBAG DOTCO PS CHICKEN LEGS SALAD 18Gx20P,2273.0
SF-GM0002,BUGLES Nacho Cheese 18px125g ( 700-6000147 ),144.0
SF-PBG0250,POLYBAG RAJA MAGIC MASALA 12Gx20P,478.0
SF-GM0003,BUGLES Original 18px125g  ( 700-6000146 ),0.0
SF-PBG0251,POLYBAG RAJA HONEY BUTTER 12Gx20P,582.0
SF-PBG0252,POLYBAG FAIRCO FPC HIMALAYAN SALT 18Gx20P,679.3
SF-GM0001,BUGLES Smoking BBQ 18px125g ( 700-6000148 ),34.0
SF-PBG0253,POLYBAG FAIRCO FPC HOT PEPPER 18Gx20P,607.4
SF-GM0008,BUGLES Chili Pepper Lime 18px125g ( 700-6000369 ),4.0
SF-GM0009,BUGLES Buffalo Wings Sauce 18px125g ( 700-6000370 ),5.0
SF-SP1169,Heater Cartridge,4.0
SF-SP1168,Spring,2.0
SF-SP2499,Temprature Controller ,0.0
SF-SP1167,Bush for scale Hopper,37.0
SF-SP2498,Temprature Controller ,0.0
SF-SP1162,CAM Moulded,6.0
SF-SP2493,"Die 2"" - 3""",0.0
SF-SP1161,Valve II SAD,2.0
SF-SP2492,"Die 1""- 2""",0.0
SF-SP1160,Heater Block,2.0
SF-SP2491,Plastic Sleeve,1.0
SF-SP2490,Conveyor Side Strip ,0.0
SF-PBG0236,Polybag Ficom FPC Extra Cheese 18g x 20p,643.0
SF-SP1166,Linic Carriage Drive,6.0
SF-SP2497,Conveyor Belt,0.0
SF-PBG0237,Polybag Ficom FPC No Flavor 18g x 20p,731.0
SF-SP1165,Air Craft Bearing,1.0
SF-SP2496,Ceramic Rope ,0.0
SF-PBG0238,Polybag Ficom FPS Hot 18g x 20p,0.0
SF-SP1164,Tapered roller bush,2.0
SF-SP2495,Ceramic Rope ,0.0
SF-PBG0239,Polybag Ficom FPS Ketchup 18g x 20p,0.0
SF-SP1163,Assy Reverse Brake Slow,1.0
SF-SP2494,ELCB 4Pole 100 Ampere ,0.0
SF-PBG0243,POLYBAG CHILI PEPPER JOKER PROMO 12Gx20P,0.0
SF-PBG0244,POLYBAG XL KETCHUP JOKER PROMO 12Gx20P,81.9
SF-PBG0245,POLYBAG Al Rasam FPC KETCHUP 18Gx20P,835.0
SF-PBG0246,POLYBAG Al Rasam FPC CHILLI & SALSA 18Gx20P,896.0
SF-PBG0240,Polybag Ficom Corn Puff Spicy Hot 18g x 20p,0.0
SF-PBG0241,POLYBAG XL KETCHUP JOKER PROMO 20Gx14P,329.0
SF-PBG0242,POLYBAG CHILI PEPPER JOKER PROMO 20Gx14P,1114.0
SF-SP1137,DN25EPDM,0.0
SF-SP2468,Conveyor belt Rough PVC Top belt green L 5000x390,1.0
SF-SP1136,Heater ,3.0
SF-SP2467,Conveyor belt PVC white FDA L5000x575x2mm endless ,1.0
SF-SP1135,Fleet weigh Transformer,2.0
SF-SP2466,VFFS Former For 120 grmas 430 film width,0.0
SF-SP1134,Fleet weigh Valve ,1.0
SF-SP2465,Oil Seal,8.0
SF-SP1139,APEC,1.0
SF-SP1138,Spring Knife RH,8.0
SF-SP2469,Eye Flex conveyor SS 304 belt with cleat ,0.0
SF-GM0031,POLYBAG BUGLES Original  4x22x15g ( 700-6000535 ),2.0
SF-SP2460,Spacer:Bearing ,8.0
SF-GM0032,BUGLES Sweet Chili 20px30g ( 700-6000525 ),0.0
SF-GM0030,POLYBAG BUGLES Ketchup 4x22x15g ( 700-6000536 ),1009.0
SF-SP1133,Temperature Controller,1.0
SF-SP2464,Spacer Bearing ,8.0
SF-SP1132,Scale board,1.0
SF-SP2463,Bearing Needle ,12.0
SF-SP1131,Print Head,1.0
SF-SP2462,Bearing :Thrust,6.0
SF-SP1130,Fleet Weigh board,2.0
SF-SP2461,V RING ,16.0
SF-GM0028,POLYBAG BUGLES Natcho 4x22x15g ( 700-6000538 ),770.0
SF-GM0029,POLYBAG BUGLES BBQ 4x22x15g ( 700-6000537 ),35.0
SF-GM0026,POLYBAG BUGLES Sweet Chili  4x22x15g ( 700-6000539 ),0.0
SF-GM0027,POLYBAG BUGLES Firey Hot 4x22x15g ( 700-6000540 ),0.0
SF-GM0024,POLYBAG BUGLES Buffalo 4x22x15g ( 700-6000542 ),0.0
SF-GM0025,POLYBAG BUGLES Chili Lime 4x22x15g ( 700-6000541 ),0.0
SF-GM0022,DUPLEX BOX-BUGLES Ketchup 6x12x15g ( 700-6000528 ),1.0
SF-GM0023,DUPLEX BOX-BUGLES Original 6x12x15g ( 700-6000527 ),33.0
SF-SP1148,Seal Kit ,2.0
SF-SP2479,SPACER (43.5 OD X 30.2 ID X 12 THK.),10.0
SF-SP1147,Micro Switch Product call,2.0
SF-SP2478,SHAFT FOR TOGGLE,8.0
SF-SP1146,Power supply,0.0
SF-SP2477,Transformer,0.0
SF-SP1145,Heater Element 400W(thermocouble,2.0
SF-SP2476,Master Card,0.0
SF-SP1149,Seal,6.0
SF-GM0020,DUPLEX BOX-BUGLES NATCHO 6x12x15g ( 700-6000530 ),1587.0
SF-SP1140,Circuit board relay,1.0
SF-SP2471,Spirall mesh belt,0.0
SF-GM0021,DUPLEX BOX-BUGLES BBQ 6x12x15g ( 700-6000529 ),1.0
SF-SP2470,Eye flex conveyor SS304 belt with cleat,0.0
SF-PBG0258,POLYBAG RAJA KECHUP ROLL 12Gx20P,1057.0
SF-SP1144,Plug Male Hubber,2.0
SF-SP2475,Control Unit Board,0.0
SF-PBG0259,POLYBAG RAJA HOT ROLL 12Gx20P,1020.0
SF-SP1143,Relay KRP,1.0
SF-SP2474,6642VA,2.0
SF-SP1142,Spring Knife LH,1.0
SF-SP2473,ECO-Drain 14 230V ,0.0
SF-SP1141,Relay KHU ,1.0
SF-SP2472,BLADE::4 SET,2.0
SF-GM0017,DUPLEX BOX-BUGLES Buffalo Sauce 6x12x15g ( 700-6000534 ),0.0
SF-GM0018,DUPLEX BOX-BUGLES Firey Hot 6x12x15g ( 700-6000532 ),0.0
SF-GM0015,BUGLES Smoke BBQ 15px195g  ( 700-6000519 ),0.0
SF-GM0016,DUPLEX BOX-BUGLES Chili Lime 6x12x15g ( 700-6000533 ),0.0
SF-GM0013,BUGLES Flaming (Firey) Hot 15px195g ( 700-6000521 ),83.0
SF-PBG0261,POLYBAG NADEC FPC KETCHUP 21g X 25p,190.88
SF-GM0014,BUGLES Nacho Cheese 15px195g ( 700-6000520 ),560.0
SF-PBG0262,POLYBAG NADEC FPC CHEESE 21g X 25p,205.04
SF-GM0011,BUGLES Party Mix Nacho Cheese 18px130g ( 700-6000517 ),0.0
SF-PBG0263,POLYBAG NADEC FPC SALT 21g X 25p,240.62
SF-GM0012,BUGLES Caramel 18px100g ( 700-6000518 ),10.0
SF-PBG0264,POLYBAG NADEC FPC SALT & VINEGAR 21g X 25p,240.62
SF-PBG0260,POLYBAG NADEC FPC CHILLI 21g X 25p,157.44
SF-GM0019,DUPLEX BOX-BUGLES Sweet Chili 6x12x15g ( 700-6000531 ),0.0
SF-PBG0207, POLYBAG-SPIRAL SPANISH TOMATO BASIL 12GMX16P,276.6
SF-SP1195,Square Mould,0.0
SF-PBG0208,POLYBAG-SPIRAL FRIEY CHEESE 20GMX16P,480.2
SF-SP1194,Shell Mould,0.0
SF-PBG0209,POLYBAG-SPIRAL SPANISH TOMATO BASIL 20GMX16P,517.0
SF-SP1193,Sealing Head 130 mm Size,1.0
SF-SP1192,Servo Driver Vertical + Horizontal,2.0
SF-PBG0203,POLYBAGS-TWISTER HONEY BBQ 18GX16P,525.0
SF-SP1199,Air Filter Cartridge 420x95,1.0
SF-PBG0204,POLYBAGS-TWISTER NACHO CHEESE 18GX16P,520.0
SF-SP1198,Oil Filter element ,1.0
SF-PBG0205,POLYBAG-SPIRAL HOT KETCHUP 12GMX16P,0.0
SF-SP1197,Knife,0.0
SF-PBG0206,POLYBAG-SPIRAL SALAD 12GMX16P,217.8
SF-SP1196,Elbow ,0.0
SF-PBG0210,POLYBAG-SPIRAL SALAD  20GMX16P,499.4
SF-PBG0211,POLYBAG Bugles Buffalo Sauce 15g x 22p (GM),0.0
SF-PBG0212,POLYBAG Bugles Chili Lime 15g x 22p (GM),0.0
SF-PBG0213,POLYBAG Bugles Firey Hot 15g x 22p (GM),0.0
SF-SP1191,Sensor:Laser:Fiber,0.0
SF-SP1190,Electrostatic electrode,6.0
SF-PBG0200,POLYBAG TWINKLE FOUR CHEESE 22Gx10P,487.0
SF-PBG0201,POLYBAGS-TWISTER HONEY BBQ 12GX12P,242.4
SF-PBG0202,POLYBAGS-TWISTER NACHO CHEESE 12GX12P,190.0
SF-SP1179,Roller Cam Com,3.0
SF-SP1178,Boss Cone Drive,1.0
SF-PBG0229,POLYBAG SHARK PUFAK CORN CHEESE 18Gx20P,252.0
SF-SP1173,HDB-Alled Divice DL-43,7.0
SF-SP1172,Cable,2.0
SF-SP1171,Relay,4.0
SF-SP1170,Battery,1.0
SF-PBG0225,POLYBAG-LEVAN STICKS SALT 12GMX20P,456.0
SF-SP1177,PCB Scale Interface,1.0
SF-PBG0226,POLYBAG FIESTA RED HOT 18Gx12P,511.0
SF-SP1176,Cam Molded,7.0
SF-PBG0227,POLYBAG JALAPENO BASIL HOT 18Gx12P,512.0
SF-SP1175,Cylinder,1.0
SF-PBG0228,POLYBAG RAJA VEGETABLE ROLL 12Gx20P,714.0
SF-SP1174,Assy Voltage Regulator,1.0
SF-PBG0232,Polybag Ficom FPC Hot & Spicy (Fire) 18g x 20p,383.0
SF-PBG0233,Polybag Ficom FPC Limon 18g x 20p,435.0
SF-PBG0234,Polybag Ficom FPC Kabsa 18g x 20p,476.0
SF-PBG0235,Polybag Ficom FPC Grilled Steak 18g x 20p,519.0
SF-PBG0230,POLYBAG Wesee Corn Puff Chilli 35GX16Pkts,1171.0
SF-PBG0231,Polybag Ficom FPC Tomato 18g x 20p,603.0
SF-SP1189,Electrostatic Cascades,3.0
SF-PBG0218,POLYBAG Bugles Smokin BBQ 15g x 22p (GM),1166.5
SF-SP1184,Noise Filter with on off switch,1.0
SF-PBG0219,POLYBAG-XL STICKS ORIGINAL 10GMX20P,476.0
SF-SP1183,Transfomer 35/22V-500MA,2.0
SF-SP1182,PCB Phase Control,1.0
SF-SP1181,PCB Load Cell AMP,3.0
SF-PBG0214,POLYBAG Bugles Ketchup 15g x 22p (GM),936.5
SF-SP1188,Oscillating Board,5.0
SF-PBG0215,POLYBAG Bugles Sweet Chili 15g x 22p (GM),116.0
SF-SP1187,Red Seal 'O' Ring,15.0
SF-PBG0216,POLYBAG Bugles Nacho Cheese 15g x 22p (GM),3.0
SF-SP1186,Sensor 2 10to 30VDC ,1.0
SF-PBG0217,POLYBAG Bugles Original 15g x 22p (GM),0.0
SF-SP1185,Imperial Black (400X) 180ML 17005-02-HA,0.0
SF-PBG0221,POLYBAG-XL STICKS KETCHUP 10GMX20P,455.2
SF-PBG0222,POLYBAG-LEVAN STICKS CHILLI LIME 12GMX20P,463.0
SF-PBG0223,POLYBAG-LEVAN STICKS FLAMING HOT 12GMX20P,460.0
SF-PBG0224,POLYBAG-LEVAN STICKS KETCHUP 12GMX20P,409.0
GM-EXTRA FREIGHT,GM-Extra Freight Charges,0.0
SF-SP1180,Cylinder,2.0
SF-PBG0220,POLYBAG-XL STICKS THAI CAMPFIRE 10GMX20P,525.0
SF-FC0162,FICOM FPC NO FLAVOR 5x20x18gm,2.0
SF-FC0160,FICOM FPC GRILLED STEAK 5x20x18gm,0.0
LR-E0169, Chocodate Classic Assorted 90g Pouch,0.0
SF-FC0161,FICOM FPC EXTRA CHEESE 5x20x18gm,0.0
LR-E0174,Chocodate Classic Milk 5kg Bulk,0.0
LR-E0176,Chocodate Classic Dark 5kg Bulk,0.0
LR-E0178,Chocodate Classic White 5kg Bulk,0.0
SF-FC0159,FICOM FPC KABSA 5x20x18gm,0.0
SF-FC0156,FICOM FPC TOMATO 5x20x18gm,23.0
SF-FC0157,FICOM FPC Hot & Spicy (Fire) 5x20x18gm,0.0
SF-FC0158,FICOM FPC LIMON 5x20x18gm,29.0
SF-CPM01197,Carton - 12x250g & 24x100g 3Ply Dara Pouch,0.0
SF-POT0001,POTATO,778650.715
LPM00201,Carton - .12x250g 5Ply Chocodate Exclusive Pouch,0.0
SF-DS0014,DURRAH-STICKS PAPRIKA  5x20x20g,0.0
SF-MIC0049,Sticker – Buy 5 Get 1 Free (Special Offer),0.0
SF-MIC0048,STRECH FILM,1378.121
SF-MIC0047,Moel POF Shrink Film 19.2 Inch (480mm) x 25 mic,87.6216
SF-DS0010,Corn Sticks Paprika  5x20x16g,13.0
SF-DS0011,DURRAH-STICKS VEG 5x20x20g,0.0
SF-DS0012,DURRAH-STICKS KET 5x20x20g,0.0
SF-DS0013,DURRAH-STICKS H&S 5x20x20g,0.0
SF-MIC0042,Sticker – Buy 2 Get 1 Free Sleeves,9907.0
SF-MIC0041,Sticker – Buy 2 Get 1 Free Sleeve,0.0
SF-MIC0040,Sticker - Twister Win School Fees 99x105mm,0.0
SF-MIC0046,Moel POF Shrink Film 24 Inch (609mm) x 25 mic,160.5388
SF-MIC0044,Sticker – Buy 1 Get 1 Free Sleeve,0.0
SF-MIC0043,Sticker – Buy 1 Get 1 Free Sleeve,30546.0
SF-DS0003,DURRAH-STICKS S/V 5x20x18g,0.0
SF-MIC0039,Suppervisor + Maintenence COAT ,18.0
SF-DS0004,DURRAH-STICKS VEG 5x20x18g,0.0
SF-MIC0038,YES/NO Hardness Tablets for Water Softner,0.0
SF-DS0005,DURRAH-STICKS PAPRIKA  5x20x18g,0.0
SF-MIC0037,Hydrosoft Granuler Salt/UK 99.9% Min. Purity,0.0
SF-MIC0036,Alkbuild Chemical (Alkalinity Builder),0.0
SF-DS0001,DURRAH-STICKS H&S 5x20x18g,0.0
SF-DS0002,DURRAH-STICKS KET 5x20x18g,0.0
SF-MIC0031,SAUDI SECURITY & LADIES UNIFORM,6.0
SF-MIC0030,SUPERVISOR SHIRTS,13.0
SF-DS0007,Corn Sticks Hot & Spicy 5x20x16g,5.0
SF-MIC0035,Corroban 26 Chemical (Oxygen Scavenger to prevent ,0.0
SF-DS0008,Corn Sticks Ketchup 5x20x16g,0.0
SF-MIC0034,Corroban 64 Chemical (Scale Inhibitor for Steam Bo,0.0
SF-DS0009,Corn Sticks Vegetable 5x20x16g,4.0
SF-MIC0033,USED WOODEN PALLETS,9998438.86
SF-MIC0032,MAINTENANCE & OPERATORS UNIFORM,94.0
SF-MIC0069,Sticker-XL0951,0.0
SF-MIC0060,USED WOODEN PALLETS (EURO FOR CARREFOUR),9999999.99
SF-MIC0064,Sticker-AM0078,0.0
SF-MIC0063,Sticker-AM0077,0.0
SF-MIC0062,XL CHIPS ROLLUP BANNER,85.0
SF-MIC0061,Miscellaneous purchases,0.0
SF-MIC0068,Sticker-AM0084,0.0
SF-MIC0067,Sticker-AM0083,0.0
SF-MIC0066,Sticker-AM0082,0.0
SF-MIC0065,Sticker-AM0081,0.0
SF-DUP0106,DUPLEX BOX - NADEC FPC SALT & VINEGAR - 21g X 12p,2772.45
SF-MIC0059,XL Twin Pack Promo Sticker ,35110.0
SF-MIC0058,Caustic Soda Flakes,0.0
LR-E1400,"Chocodate Mars Dark 1kg Bulk-KSA		",0.0
SF-DUP0102,DUPLEX BOX - NADEC FPC CHILLI - 21g X 12p,9933.35
SF-DUP0103,DUPLEX BOX - NADEC FPC KETCHUP - 21g X 12p,7165.95
SF-DUP0104,DUPLEX BOX - NADEC FPC CHEESE - 21g X 12p,5661.05
LR-E1401,"Chocodate Mars White 1kg-Bulk-KSA					",36.6
SF-DUP0105,DUPLEX BOX - NADEC FPC SALT - 21g X 12p,2893.65
SF-DUP0100,DUPLEX BOX - XL CHILI PEPPER JOKER PROMO- 21G x 12P,0.0
SF-DUP0101,DUPLEX BOX - XL FLAMIN HOT JOKER PROMO- 21G x 12P,19957.0
SF-MIC0053,T - Shirt,22.0
SF-MIC0052,Wrist Band Rubber,520.0
SF-MIC0051,TRANSPERENT BAG FOR (PELLET + POTATO),5555.0
SF-MIC0050,Sticker – XL Promo Nurtition ,0.0
SF-MIC0057,USED WOODEN PALLETS (SPECIAL FOR GM),0.0
SF-MIC0056,Tranperent Polybag,169.2
SF-MIC0055,Pealized White - Printed Banner 35mic,1783.7929
SF-MIC0054,Cleaning Material,0.0
SF-MIC0006,PAPER PALLET-1Mx1.2M,0.0
LR-E0127,Chocodate Excl Real Assorted 10x33g Tent  V2,0.0
SF-MIC0005,PET JAR 8000ml - 120mm X 118Gms,0.0
SF-MIC0004,OTH-CODING FOIL-45mm,0.808
SF-MIC0003,OTH-CODING FOIL (MARKEM),600.263
SF-MIC0009,Workers Shoes # 40,40.0
SF-MIC0008,Workers Shoes # 39,0.0
SF-MIC0007,Workers Shoes # 38,0.0
SF-MIC0002,OTH-FM SPIN PROMO STRIPS,0.0
SF-MIC0001,FM SPINNERS,87.0
SF-MIC0028,Workers Uniform - XXXL,0.0
SF-MIC0027,Workers Unfiorm - XXL,70.0
SF-MIC0026,Workers Unfiorm - XL,145.0
SF-MIC0025,Workers Unfiorm - Large,195.0
SF-MIC0029,SUPERVISOR PANTS,13.0
SF-MIC0020,XL PROMO STRIPS-RIYAL,107.0
SF-MIC0024,Workers Unfiorm - Medium,195.0
SF-MIC0023,Workers Unfiorm - Small,195.0
SF-MIC0022,OTH-TRANSPARENT TAPE (1000M),831.602
SF-MIC0021,OTH-TRANSPARENT TAPE (100M),8812.0379
SF-MIC0017,TWINKLE CHILLI CHEESE STICKERS,0.0
SF-MIC0016,XL PROMO STICKER TWIN  PACK,3900.0
SF-MIC0015,Xtreme Promo Sticker 5 + 2 Free,3708.0
SF-MIC0014,Workers Shoes # 45,0.0
SF-MIC0019,XL OPEN & WIN PROMO STRIPS,618.0
SF-MIC0018,CHEESE BALL STICKERS,0.0
SF-MIC0013,Workers Shoes # 44,25.0
SF-MIC0012,Workers Shoes # 43,60.0
SF-MIC0011,Workers Shoes # 42,60.0
SF-MIC0010,Workers Shoes # 41,60.0
SF-CRF0041,CRF FPC FLAMIN HOT 15pX160g,0.0
SF-FLM0501,FILM DOTCO PS FLOWER KETCHUP 18g,1357.0
SF-CRF0042,CRF FPC MEXICAN CHILLI 15pX160g,0.0
SF-FLM0500,FILM DOTCO BRITOS TORTILLA SWEET PAPRIKA & CHILLI 18g,1289.0
SF-CRF0040,CRF FPC CHILLI & LIME 15pX160g,0.0
SF-CRF0045,CRF FPC KOREAN KIMCHI NOODLES 15pX160g,0.0
SF-FLM0505,FILM CRUNCH WELL PROTIENE PUFF THYEME & SESAME 45g,106.5
SF-CRF0046,CRF FPC SPICY RANCH 15pX160g,0.0
SF-FLM0504,FILM CRUNCH WELL PROTIENE PUFF HOT CHILLI 45g,109.65
SF-CRF0043,CRF FPC CHIGO HOT WINGS 15pX160g,0.0
SF-FLM0503,FILM CRUNCH WELL PROTIENE PUFF PEANUT BUTTER 45g,83.2
SF-CRF0044,CRF FPC MAGIC MASALA 15pX160g,0.0
SF-FLM0502,FILM DOTCO PS CHICKEN LEGS SALAD 18g,2592.0
SF-FLM0509,FILM NADEC FPC KETCHUP 155g,664.392
SF-FLM0508,FILM NADEC FPC CHILLI 155g,908.352
SF-FLM0506,FILM XL SAMPLE POUCH,275.0
SF-GM00,Arabian Delights Fig Dark Scrap 1KG,0.0
LR-O0365,LaRonda Wishes Ruby White Crispy 1Kg Bulk,0.0
SF-CRF0038,CRF FPC SPICY RANCH 36pX40g,0.0
SF-CRF0039,CRF FPC MANGO CHUTNEY 15pX160g,0.0
SF-CRF0036,CRF FPC MAGIC MASALA 36pX40g,0.0
SF-CRF0037,CRF FPC KOREAN KIMCHI NOODLES 36pX40g,0.0
SF-FF0006,FADE FIT PROTEIN PUFF CHEESE LIME JALAPE 20 x 40GM,0.0
SF-CRF0030,CRF TORTILLA ASSRTD 3X180G OFFER,0.0
SF-FLM0512,FILM NADEC FPC SALT & VINEGAR 155g,269.624
SF-CRF0031,CRF FPC MANGO CHUTNEY 36pX40g,0.0
SF-FLM0511,FILM NADEC FPC SALT 155g,169.516
SF-FLM0510,FILM NADEC FPC CHEESE 155g,526.338
SF-CRF0034,CRF FPC MEXICAN CHILLI 36pX40g,0.0
SF-FLM0516,FILM NADEC FPC SALT 40g,102.736
SF-CRF0035,CRF FPC CHIGO HOT WINGS 36pX40g,0.0
SF-FLM0515,FILM NADEC FPC CHEESE 40g,524.755
SF-CRF0032,CRF FPC CHILLI & LIME 36pX40g,0.0
SF-FLM0514,FILM NADEC FPC KETCHUP 40g,423.846
SF-CRF0033,CRF FPC FLAMIN HOT 36pX40g,0.0
SF-FLM0513,FILM NADEC FPC CHILLI 40g,1063.909
SF-FLM0519,FILM NADEC FPC KETCHUP 21g,465.197
SF-FLM0518,FILM NADEC FPC CHILLI 21g,922.711
SF-FLM0517,FILM NADEC FPC SALT & VINEGAR 40g,177.177
SF-CRF0027,CRF CORNEEZ CHEESE 88x13gm,0.0
SF-CRF0028,CRF CORNEEZ CHILLI 88x13gm,0.0
SF-CRF0025,CRF TORTILLA SPICY SWEET CHILLI 12x180G,298.0
SF-CRF0026,CRF CORNEEZ KETCHUP 88x13gm,0.0
SF-CRF0029,CRF CORNEEZ ASSRTD 3X145G OFFER,0.0
SF-CRF0063,CRF FPC TOMATO KETCHUP 36pX40g,0.0
SF-FLM0523,CRF PROMOTION Sleeve-3 in 1 (90G Corneez ASSORTED),0.0
SF-CRF0064,CRF FPC SEA SALT & CIDER VINEGAR 36pX40g,0.0
SF-FLM0522,FILM NADEC FPC SALT 21g,670.11
SF-CRF0061,CRF FPC SALT 36pX40g,0.0
SF-FLM0521,FILM NADEC FPC SALT & VINEGAR 21g,752.156
SF-CRF0062,CRF FPC FRENCH CHEESE 36pX40g,0.0
SF-FLM0520,FILM NADEC FPC CHEESE 21g,555.925
SF-CRF0067,CRF FPC SALT 15pX160g,0.0
SF-CRF0068,CRF FPC TOMATO KETCHUP 15pX160g,0.0
SF-CRF0065,CRF FPC CHILLI 15pX160g,0.0
SF-FLV0001,FLV-VEGETABLE (NP) S-48X28-35,31169.829
SF-CRF0066,CRF FPC SEA SALT & CIDER VINEGAR 15pX160g,0.0
SF-FLV0003,FLV-HARRISA (XL Sticks) Froma 2747.003,125.0
SF-FLV0002,SWEET AND SOUR (FLV-KETCHUP),0.0
SF-FLV0005,FLV-SOUR CREAM & ONION SE 2473.007 Fromatech,0.0
SF-FLV0004,FLV-BARBECUE ZA-221-103-3 GM,0.0
SF-FLV0007,ORIENTAL SWEET (FLV-SWEET & SOUR),0.0
SF-CRF0060,CRF FPC CHILLI 36pX40g,0.0
SF-FLV0006,FLV-RED HOT (Griffco) D200736C,5613.997
SF-FLV0009,FLV-CORN BARBEQUE (NP) H9353-18,5675.0
SF-FLV0008,FLV-SALT & VIN FROMATECH 2059.009,4986.265
SF-XL0665,XL FPC BBQ - 5bX12p+4pX21g Promo ,0.0
SF-CRF0058,CRF FPC FRENCH CHEESE 5boxX14pX23g,0.0
SF-CRF0059,CRF FPC SALT 5boxX14pX23g,0.0
SF-XL0668,XL FPC Ketchup - 5bX12p+4pX21g Promo ,0.0
SF-XL0669,XL FPC Salt - 5bX12p+4pX21g Promo ,0.0
